7.53891	-6.18858	-5.37961	7.0875	-0.97797	0.0302636	0  0  0	0	2.2453	-6.02568	15.3737	-19.6331	10.24	0.799479	0	0	0  0  0
-0.325372	0.497729	0.148987	6.66388	-5.07725	1	1	1	1	1.	1.	1.	1.	1.	1.	1.	0  0  0  0  0
-1.253999477	13.778061441558442	-20.836072120087707	11.463651650592618	-1.5214517310180933	0.056304418032693544	0	0	0	0	-2.086954918	22.371213038961038	-33.40349359082476	19.949705364124828	-6.679374828482122	4.11270065299115	0	0	0	0	0
0.7289168266	-1.732118120779221	1.6121939006577837	-0.7063611798051839	0.192223267483459	-0.016421891455603046	-0.00403079644010043	0.00044212047432768894	0	0	0.6341852697	-0.4846456141558441	-3.028791470737055	7.295258106204809	-5.940291046228404	0.9548293728246466	0.7821776731960655	0.08480089272829826	0	0	0.00083
0.611997	0.260951	0.439882	4.04624	-0.492197	-0.479177	0.108023	-0.000271088	0	0	506.969	2.07112	-1310.73	-47.3907	1855.62	207.417	-2635.03	1616.16	0	0	0
-3.42744	0.0807472	0.155933	1.76331	-0.350538	-0.547143	0.0641196	-0.000271926	0	0	8.81578	4.53879	70.1272	-212.977	-287.925	1688.03	-2130.95	901.004	0	0	0
0.9759139416	-2.211800025974026	1.9944064327879911	-0.7106648695713125	0.10000193115582803	-0.004375177410941231	0	0	0	0	2.94253821	-5.9722568025974025	4.374835815483218	0.7231517813608217	-4.313902891075625	3.702446326975454	0	0	0	0	0.00012  
0.0697892    -0.0759267 0.0270699   -0.00183789 -0.00102026 0.000248834 -2.05803e-05   5.78113e-07 0  0  3.3139   -2.34182 -3.05239 0.281088 3.36387  -1.47861 0.232943 -0.00920141 0  0  0
0.519384 -2.61484 6.99796  -9.37407 5.50677  -0.933273   0.0628049   -0.00149075 0  0  2.78757  -7.70015 7.34828  5.60254  -16.5647 10.1847  -1.46422 0.258243 0  0  0
3.99178 -10.8564 11.4807   -5.56961 1.43254  -0.204083   0.0152834   -0.00047076 0  0 7.26105   -25.0961 41.2002  -31.1539 -3.87268 19.7369  -9.31673 2.02404  0  0  0 
0.000214078 -0.00277202 0.0107602   -0.0189801  0.0163346   -0.00649086 0.00102683  -1.18454e-05   0  0  0.628355 -1.27107 -0.0555062  0.801392 0.649844 -0.248501   -1.16057 0.662302 0  0  -0.00007
-0.606637   0.940635 -0.609091   0.211817 -0.0423212  0.0048043   -0.000283315   6.59604e-06 0  0  22.8266  -19.1507 -33.6479 25.4636  17.3853  -0.671223   -19.7378 9.96533  0  0  0
1.39052  -2.95215 2.99901  -1.3976  0.337495 -0.0441243  0.0029685   -8.04859e-05   0  0  52.129   -92.6007 24.1788  32.9419  -12.5404 -1.67767 1.02439  0.502227 0  0  0
1.33817  -0.36966 -7.73766 12.6268  -7.54688 2.27058  -0.380023   0.0357606   -0.00175991 3.49795e-05 32.3922  -36.2407 -44.2609 31.2543  50.794   17.5211  -7.80941 -13.3867 -118.309 93.7845  0
-0.0853497  0.09878  -0.0477156  0.0124373   -0.00188339 0.000165099 -7.72499e-06   1.47927e-07 0  0  0.285383 0.769297 -3.15803 1.59797  3.54785  -0.652119   -6.48277 4.28691  0  0  0
0.23137  -0.607108   0.574083 -0.232842   0.0476026   -0.00514917 0.000279883 -5.97476e-06   0  0  1.12154  -2.86563 2.35378  -0.14257 -0.827056   0.35061  -0.0544297  0.125906 0  0  0
0.131897 -0.151923   0.0728375   -0.0188047  0.00281673  -0.000244096   1.12936e-05 -2.14344e-07   0  0  2.46229  -1.78965 3.86743  -3.007   -4.28013 0.190242 3.36159  -0.215634   0  0  0
0.0481773   -0.0633491  0.034631 -0.0101557  0.00171648  -0.000166247   8.49007e-06 -1.75132e-07   0  0  0.505109 0.555159 -2.50987 0.346874 2.47285  0.611415 -3.84829 2.02716  0  0  0
1.03006  -2.50946 2.44698  -1.00851 0.207566 -0.0225078  0.00122422  -2.6132e-05 0  0  15.1999  -40.1845 44.1416  -19.6254 -13.5991 25.2683  -12.6079 2.72985  0  0  0
   0.146608 -0.533936   0.834892 -0.645642   0.260112 -0.0540238  0.00527256  -0.000182156   0  0  5.80204  -15.5399 5.25306  18.444   -1.81185 -20.1787 -4.61059 13.9429  0  0  0
-1.27191 2.11351  -1.4598  0.538497 -0.113414   0.0134801   -0.000826188   1.97941e-05 0  0  56.5761  -106.452 123.146  -162.408 94.5282  51.273   -77.7255 29.3669  0  0  0
-2.61752 4.37997  -3.00258 1.08514  -0.221478   0.0253053   -0.00148533 3.42702e-05 0  0  43.2755  -108.526 180.836  -134.256 -38.6051 46.669   6.94258  17.7581  0  0  0
