5.0 0.0000000052498862	0.0000000000000000	-0.0257372964457274
6.0 0.0000010625068245	0.0000000000000000	-0.0524104706243843
7.0 0.0000502437520257	0.0000000000000000	-0.0956604312332168
8.0 0.0009503936212450	0.0000000000000000	-0.1613130276684719
9.0 0.0097107646918090	0.0000000000000000	-0.2562834012663474
10.0 0.0642457227960642	0.0000000000000000	-0.3887544764010610
11.0 0.3090604145169748	0.0000000000000000	-0.5683944564319773
12.0 1.1684604786688990	0.0000000000000000	-0.8066098490852177
13.0 3.6648679257128083	0.0000000000000000	-1.1168300414495878
14.0 9.9141314893979366	0.0000000000000000	-1.5148188882963964
15.0 23.8038565984413850	0.0000000000000000	-2.0190081637924200
16.0 51.8345733316226570	0.0000000000000000	-2.6508470502519557
17.0 104.0842393985407600	0.0000000000000000	-3.4351610921948983
18.0 191.8761207120737400	0.0000000000000000	-4.4005132228525019
19.0 448.6764628482478100	0.0000000000000000	-5.5795585659187781
20.0 832.9758766345851200	0.0000000000000000	-7.0093837195577597
21.0 1381.8402553301792000	0.0000000000000000	-8.7318201333881671
22.0 2138.6383409982877000	0.0000000000000003	-10.7937199824003720
23.0 3153.5453643554724000	0.0000000000000115	-13.2471816135232100
24.0 4484.0467710673220000	0.0000000000002792	-16.1497101787321140
25.0 6195.4410074210073000	0.0000000000047367	-19.5642974598135910
26.0 8361.3403522642602000	0.0000000000592626	-23.5594031194347410
27.0 11064.1687944514180000	0.0000000005713790	-28.2088176647447360
28.0 14395.6559672854870000	0.0000000044026705	-33.5913852654031540
29.0 18457.3261647789590000	0.0000000279438350	-39.7905622078558140
30.0 23360.9814799534400000	0.0000001498351625	-46.8937841699575840
31.0 29229.1781236867170000	0.0000006933282456	-54.9916126404537020
32.0 36195.6950045307890000	0.0000028189131285	-64.1766276596058280
33.0 44405.9936761356880000	0.0000102257979041	-74.5420305907681350
34.0 54017.6687900547910000	0.0000335334224215	-86.1799168152016930
35.0 65200.8882283891650000	0.0001005347399484	-99.1791740375758620
36.0 78138.8221335582060000	0.0002782504746717	-113.6229572572497800
37.0 93028.0601020665640000	0.0007169672937226	-129.5856863560114800
38.0 110079.0158660915900000	0.0017325845878170	-147.1295066270976100
39.0 129516.3188516748500000	0.0039519094092653	-166.3001463682599600
40.0 151579.1920759092000000	0.0085561817921068	-187.1220988226121200
41.0 176521.8159284521000000	0.0176710909893110	-209.5930482075071100
42.0 204613.6774756547200000	0.0349667317155062	-233.6774512488444500
43.0 236139.9050292956200000	0.0665481285298234	-259.2991764527080800
44.0 271401.5878371041600000	0.1222358654221649	-286.3330932055249600
45.0 310716.0808797098600000	0.2173567512250936	-314.5954915950620100
